artist,country,song_title,lyrics,compound,positive,negative,neutral
Antytila,Ukraine,Фортеця Бахмут (Bakhmut Fortress),"[Текст пісні «Фортеця Бахмут»]

[Приспів]
Фортеця Бахмут
Всі молитви наші тут
І сердець сталевий дух
І Герої незламних Крут
З неба нам сил дають
Волю, вогонь і лють!
Стіни горять в бою
Мамо, а я стою
Мамо, а я в строю
Нене, я борюсь!
Знищу і повернусь

[Куплет 1]
Зараз буде база
Вимикаєм біль, старі образи
Ось моє плече, я поруч, brother
Ось вона напроти суне, зараза
Ось заходить з флангу — нова фаза
Працюєм спокійно, як того вчили нас
Там наше завтра, за нашими спинами
І наші діти, батьки, родини там
І ті, що пішли «на щиті», побратими
Також за нашими спинами
Нехай стрибає щур, загнаний у кут
І палає заревом наш маршрут
Значить, є робота для наших рук
Тут, тут

[Приспів]
Фортеця Бахмут
Всі молитви наші тут
І сердець сталевий дух
І Герої незламних Крут
З неба нам сил дають
Волю, вогонь і лють!
Стіни горять в бою
Мамо, а я стою
Мамо, а я в строю
Нене, я борюсь!
Знищу і повернусь

[Куплет 2]
Зараз стане темно
І впаде в агонії кривавий демон
Значить, ми боролись недаремно
Значить, ми дотисли, так шалено
Значить, все за планом, далі ранок
А з ним перемога. Наостанок…
Скажу лиш одне: боятись не гріх
Гріх — зрадити своїх

[Приспів]
Фортеця Бахмут
Всі молитви наші тут
І сердець сталевий дух
І Герої незламних Крут
З неба нам сил дають
Волю, вогонь і лють!
Стіни горять в бою
Мамо, а я стою
Фортеця Бахмут
Всі молитви наші тут
І сердець сталевий дух
І Герої незламних Крут
З неба нам сил дають
Волю, вогонь і лють!
Стіни горять в бою
Мамо, а я стою
Мамо, а я в строю
Нене, я борюсь!
Знищу і повернусь",0.0,0.0,0.0,1.0
Antytila,Ukraine,Лови момент (Catch the moment),"[Текст пісні «Лови момент»]

[Куплет 1]
Заглядай у очі
Лови на телефон
Ці миті, коли нам добре
Все, що з нами досі
Сталося разом
Пригоди зі смаком
Коли
[Приспів]
Зніми цю мить
На ній ми такі класні
Життя летить
Екрани старі гаснуть
Лови момент
Ці кадри такі шалені
Це наше місце, це наше небо
[Постприспів]
Малюй собі, малюй собі мрії
Малюй собі, без ламаних ліній
Де соловей, де соловей лине
Де соловей, де соловей лине
Де соловей, де соловей лине
Де соловей, де соловей лине
[Рефрен]
Все буде так, як треба нам
Кожен атом має план

[Куплет 2]
Заглядай у очі
Там немає меж
Там шукає дім світло
Збережи ці ночі
У пам'яті мереж
Силуетами міста

[Приспів]
Зніми цю мить
На ній ми такі класні
Життя летить
Екрани старі гаснуть
Лови момент
Ці кадри такі шалені
Це наше місце, це наше небо

[Постприспів]
Де соловей, де соловей лине
Де соловей, де соловей лине
Де соловей, де соловей лине
Де соловей, де соловей лине

[Рефрен]
Все буде так, як треба нам
Кожен атом має план",0.0,0.0,0.0,1.0
Boombox,Ukraine,Moon Love,"[Intro]
She's not of this earth
Diving head first, oh yeah
She's thick like my syrup
She's my dessert, mm, yeah

[Chorus]
Crash land on the moon
Make love on the moon
Bring life to the moon, yeah
Bring life to the moon
Bring life to the night
Come alive in the night
Do you have any visitors?
I wanna visit you
I flip you around and I finish
Have any visitors?
I wanna visit you
I wanna visit you

[Verse 1]
And I travel like Elon
'Cause it took me eons to see you
18, low key
Ain't gotta put my feet on it either
Heard there was hating on me
How do they see me from those seats
Police on my tail give me scoliosis

[Pre-Break]
Bring life to the moon
Make love on the moon
Bring life to the moon

[Break]
Bring life to the--

[Chorus]
Crash land on the moon
Make love on the moon
Bring life to the moon, yeah
Bring life to the moon
Bring life to the night
Come alive in the night
Do you have any visitors?
I wanna visit you
I flip you around and I finish
Have any visitors?
I wanna visit you
I wanna visit you, yeah

[Verse 2]
She take [?]
She walk barefoot in my castle
I told her the bitches are guarded
From there she take one bite from my apple
She want me to like her the way that she like me
It's more likely she win a raffle
Her heart broke beyond repair
I dive in from the air

[Pre-Break]
Bring life to the moon
Make love on the moon
Bring life to the moon

[Break]
Bring life to the--

[Outro]
Crash land on the moon
Crash land on the moon
Make love on the moon
Make life on the moon",0.9874,0.164,0.063,0.773
Boombox,Ukraine,Whisper,"[Verse 1]
All around me smoke is heavy
Going down deep, I'm not ready
The world is burning but I don't even care
I'm just waiting for you to be there
Sirens are screaming, I just can't relax (just can't relax)
Currents are strong and you're pulling me back

[Pre-Chorus]
'Cause when I fall and hit the wall
The only escape is your voice in the rain
And that's when you whisper

[Chorus]
And that's when you whisper
And that's when you whisper

[Verse 2]
Used to be so insecure
Always drowning in the storm
The sky is falling but you held up the air
Now I'm feeling you everywhere
Sirens are screaming, I just can't relax (just can't relax)
Currents are strong and you're pulling me back

[Pre-Chorus]
'Cause when I fall and hit the wall
The only escape is your voice in the rain
And that's when you whisper

[Chorus]
And that's when you whisper
And that's when you whisper",-0.946,0.077,0.161,0.762
Boombox,Ukraine,People I Know,"[Verse 1]
I was searching in the cloud
We were looking for a way out
Sometimes it's hard to tell is that
This sort of problems that won't quit

[Pre-Chorus]
How far we've gone
Together away from the city we're living
How far we've gone
It all began to change
How far we've gone
Together away from this hell and losin'
How far we've gone

[Chorus]
And all the people that I know
Tryna get high to survive the summer
And all the people that I know
Just tryna get high when the world is playing
And all the people that I know
Tryna get high to survive the summer
And all the people that I know

[Verse 2]
And I just wanna stay positive
Living easy in a place that've been
I love to go out, it's warm it's better
One man leaves and joins us to stay

[Pre-Chorus]
How far we've gone
Together away from the city we're living
How far we've gone
It all began to change
How far we've gone
Together away from this hell and losin'
How far we've gone

[Chorus]
And all the people that I know
Tryna get high to survive the summer
And all the people that I know
Just tryna get high when the world is playing
And all the people that I know
Tryna get high to survive the summer
And all the people that I know

[Bridge]
Oh-oh-oh, oh-oh-oh
Just tryna get high to survive the summer
Just tryna get high when the world is playing
Just tryna get high to survive the summer

[Chorus]
And all the people that I know
Tryna get high to survive the summer
And all the people that I know
Just tryna get high when the world is playing
And all the people that I know
Tryna get high to survive the summer
And all the people that I know
All the people that I know

[Outro]
Oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oh
All the people that I know
Oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oh",0.5118,0.063,0.042,0.895
Alyona Alyona,Ukraine,Teresa & Maria,"[Текст пісні «Teresa & Maria»]

[Інтро: Jerry Heil]
У-у-у, у-у-у-у-у, у-у-у, у-у-у-у-у
У-у-у, у-у-у-у-у, у-у-у, у-у-у-у-у
Джере-джере-джерело пробива собі шлях
Що би, що би не було, світ на її плечах
Мані-мані-манівці звивисті, скелясті
Але знай: в твоїй руці твоє власне щастя

[Бридж: Jerry Heil]
У-у-у-у-у
Давай, мала, палай
У-у-у-у-у
I'm not holy, I'm alive

[Приспів: ⁣alyona alyona & Jerry Heil]
З нами мама Тереза й Діва Марія
Босі, ніби по лезу, йшли по землі
With us mama Teresa, Diva Maria
All the divas were born as the human beings
З нами мама Тереза й Діва Марія
Босі, ніби по лезу, йшли по землі
With us mama Teresa, Diva Maria
All the divas were born as the human beings

[Куплет: ⁣alyona alyona]
Навіть ще змаля ми шукали шлях
Та життя — петля, ніби для тих, хто падає
На своїх плечах ще мале дівча
Несе з болю чан і вбача, що то вада є
Знову не така, то надто м’яка
Одяг на кістках, голяка чи то під вінець
Де твоє дитя? Що твоє життя?
Та роки ж летять; і затям: скоро вже кінець
І хай хтось хоче, аби ми зламались
Хай бува в тобі заряду не по лікоть, а по палець
І хай хтось хова за посмішкою ненависть і заздрість
Коли ти пускаєш в серце гнів, добра й любові замість
Але в небі є святі: їх ноги бачили цю землю
Знаєш, твій тернистий шлях саме тому є не даремно
І хай буде дуже страшно й темно і часом нелегко
Та з тобою завжди будуть з неба слідувати предки

[Приспів: ⁣alyona alyona & Jerry Heil]
З нами мама Тереза й Діва Марія
Босі, ніби по лезу, йшли по землі
With us mama Teresa, Diva Maria
All the divas were born as the human beings
З нами мама Тереза й Діва Марія
Босі, ніби по лезу, йшли по землі
With us mama Teresa, Diva Maria
All the divas were born as the human beings

[Аутро: Jerry Heil]
У-у-у, у-у-у-у-у, у-у-у, у-у-у-у-у
У-у-у, у-у-у-у-у, у-у-у, у-у-у-у-у",-0.3703,0.0,0.008,0.992
Alyona Alyona,Ukraine,ПОДОЛЯНОЧКА (GET UP),"[Текст пісні «Подоляночка (Get Up)»]

[Куплет 1: Jerry Heil]
В най, в наймах у долі, додолу
Покотом котиться ртуть замість сліз
Вий, вийми щемливий осколок
Най з рани витече вчорашня злість
Хай, хай поболить ще сьогодні
Завтра загоїть усе новий день
Ви, випливем разом з безодні
Голос-маяк до землі поведе

[Приспів: Jerry Heil, Jerry Heil & alyona alyona]
Just get up get up, Podolyanochka
Just get up get up, molodesenka
Wash off your make up
You don't need to fake up
Take a step and break up
It's a time to wake up
Just get up get up, Podolyanochka
Just get up get up, molodesenka
Wash off your make up
You don't need to fake up
Take a step and break up
It's a time to wake up

[Куплет 2: alyona alyona]
Хай ламають світ твій і гасне світло ватри
Хай по тілу струмом валять, валять кіловати
Плакати — це вихід, адже далі жити варто
Ти себе наповниш, коли будеш віддавати
А далі будуть теплі й сонячні дні
Навіть, якщо з неба падає сніг
Хай грімучі змії навколо ніг
Ти спокусі можеш мовити — ні
В тобі так багато сил, безумовної краси
В світ тепло своє неси, вже від завтра

[Бридж: Jerry Heil]
Лий дощами, сестро моя
Вилий душу зливою в заплакані моря
Лий дощами, сестро моя
Тільки не згуби очима вдалині маяк

[Приспів: Jerry Heil & alyona alyona]
Just get up get up, Podolyanochka
Just get up get up, molodesenka
Wash off your make up
You don't need to fake up
Take a step and break up
It's a time to wake up
Just get up get up, Podolyanochka
Just get up get up, molodesenka
Wash off your make up
You don't need to fake up
Take a step and break up
It's a time to wake up

[Аутро: alyona alyona]
Just get up get up, just get up get up
Just get up get up, just get up get up
Just get up get up, just get up just get up
Just get up get up, just get up get up
Just get up get up, just get up get up
Just get up get up, just get up just get up
Just get up get up, just get up get up
Just get up get up, just get up get up",0.8487,0.026,0.0,0.974
Alyona Alyona,Ukraine,Пушка (Bomb),"[Текст пісні «Пушка»]

[Приспів]
Тату на обличчі — не моя фішка
Я просто пишка (Пушка) пишка
Дивна для всіх непрочитана книжка
Я просто пишка (Пушка) пишка
Тату на обличчі — не моя фішка
Я просто пишка (Пушка) пишка
Дивна для всіх непрочитана книжка
Я просто пишка (Пушка) пишка

[Куплет 1]
Забираю геть усіх під свої крила
Ви — море, я як човен, що розправляє вітрила
Я розхитаю світ, щоб він нарешті нас не втримав
Така я не одна, а хто всі інші — то інтрига
Я ляжу на біт, я дуже давуча
Я всім покажу, хто тут леді, хто — сучки
Я бачу наосліп, як хтось за мною скучив
Від звуків таких вуха в трубочку скручені
З середини нас розрива на шмаття
За те, які ми є, нас не хвалять і нам не платять
І кожному своє, але в кожному є багаття
Палає так яскраво, що зовні не видно статі
Ходитиму білими, словом наділена
Грала тоді, колі інші осіли
Ми з новими цілями гори осилимо
Музика в нас, а ми в ній аж до сивини

[Предприспів]
Я просто пишка (Пушка) пишка
Дивна на вид непрочитана книжка
Я просто пишка (Пушка) пишка
Тату на обличчі — не моя фішка
Я просто пишка (Пушка) пишка
Дивна для всіх непрочитана книжка
Я просто пишка

[Приспів]
Тату на обличчі — не моя фішка
Я просто пишка (Пушка) пишка
Дивна для всіх непрочитана книжка
Я просто пишка (Пушка) пишка
Тату на обличчі — не моя фішка
Я просто пишка (Пушка) пишка
Дивна для всіх непрочитана книжка
Я просто пишка (Пушка) пишка

[Куплет 2]
Знайдем місце між усіх сцен
Кожен викупає чого вартий саме твій цент
Кожен з нас шука собі до пари, щоби свій сенс
Кожен піднімався, кожен падав, аби вмів все
Ти не бійся... пишки прокладуть дорогу самі собі
Стрінемось візаві, почуття змішані
Всередині мов краплі анісові
Ніби із лісу, ми з новими рішеннями
Погляд свіжій маєм на все просто
Кличуть болем в оці, та не кличуть в гості
Швидше вже на острів, щось по типу Спарти
Маєш жити як усі, або помирати
Хочеш — лусни від злості
Не лоскоче твій лоскіт (Не лоскоче)
Слова знаємо гострі (Знаємо)
Та не ділимо простір

[Предприспів]
Тату на обличчі — не моя фішка
Я просто пишка (Пушка) пишка
Дивна для всіх непрочитана книжка
Я просто пишка (Пушка) пишка
Тату на обличчі — не моя фішка
Я просто пишка (Пушка) пишка
Дивна для всіх непрочитана книжка
Я просто пишка

[Приспів]
Тату на обличчі — не моя фішка
Я просто пишка (Пушка) пишка
Дивна для всіх непрочитана книжка
Я просто пишка (Пушка) пишка
Тату на обличчі — не моя фішка
Я просто пишка (Пушка) пишка
Дивна для всіх непрочитана книжка
Я просто пишка (Пушка) пишка

[Аутро]
Я просто пишка
Ти чуєш? Я — пишка
Пушка, пишка",0.0,0.0,0.0,1.0
Jerry Heil,Ukraine,Додай гучності (12 points),"[Текст пісні «Додай гучності (12 points)»]

[Куплет 1]
Прожену утому й біль, розжену автомобіль
Моя мила, ти достойна обирати кращий шлях!
Повернула блиск очей, хоч у грудях ще пече
Рани зализала, встала і пішла-пішла
У-уу

[Приспів]
Ууу, додам гучності своєму мейку
Ууу, мій денспол — автомобіль
Oooh, Imma volume up my voice and make up
Oooh, when the skies cry Imma be a rainbow

[Постприспів]
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру

[Бридж]
Ту-ту-ру
Ту-ру-ру-ту
Ту-ту-ру
Ту-ру-ру-ту

[Куплет 2]
Will you judge me?
Will you vote for my soul in every note?
No rehearsal — just one chance!
Life's a dancer, so I'll make you dance!
Car's my Eurovision club
Making music = making love
Singing like I own this mic
Will you give 12 points to me tonight?
Oh-ooh

[Приспів]
Ууу, додам гучності своєму мейку
Ууу, мій денспол — автомобіль
Oooh, Imma volume up my voice and make up
Oooh, when the skies cry Imma be a rainbow

[Постприспів]
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру-ру
Ту-ру-ру-ру-ру-ру-ру-ру-ру-ру",0.4051,0.056,0.046,0.898
Jerry Heil,Ukraine,CATHARTICUS (prayer),"[Chorus]
Domine Deus, Rex coelestis
Spiritus Sanctus, Filius Patris
I pray for those who don't wanna see
Heaven is on Earth
Mmm… Catharticus
Domine Deus, Rex coelestis
Spiritus Sanctus, Filius Patris
I pray for those who don't wanna see
Heaven is on Earth
Mmm… Catharticus

[Verse 1]
Господи, Господи, Господи Боже
Ти один нам допоможеш
Господи, Господи, Отче наш, Боже
Я на колінах день кожен
Потай до Тебе приходжу
Якщо на Тебе я схожа
Значить, пробачити зможеш
Господи Боже, Господи Боже
Господи, Господи, Господи Боже
Ти один нам допоможеш
Господи, Господи, Отче наш, Боже
Я на колінах день кожен
Потай до Тебе приходжу
Якщо на Тебе я схожа
Значить, пробачити зможеш
Господи Боже, Господи Боже

[Chorus]
Domine Deus, Rex coelestis
Spiritus Sanctus, Filius Patris
I pray for those who don't wanna see
Heaven is on Earth
Mmm… Catharticus

[Verse 2]
Blessed are those
Who lost themselves in the darkness
For they shall be found in the light
Maybe what you are feeling isn't darkness
But just a shadow
It's there to help you see the light
The moment you don't break, you transcend
That's Catharticus

[Chorus]
Domine Deus, Rex coelestis
Spiritus Sanctus, Filius Patris
I pray for those who don't wanna see
Heaven is on Earth
Mmm… Catharticus",0.5047,0.074,0.055,0.871
Jerry Heil,Ukraine,ВИМОЛИВ (PRAYED FOR YOU),"[Текст пісні «ВИМОЛИВ»]

[Куплет 1: Monatik & Jerry Heil]
Пам'ять дощами вимило
Розум вітрами вимело
Хто тебе, мила, вимолив?
Хто тебе з неба виманив?
Звідки ти щастя випало?
Взяло мене і випило
Хто тебе в Бога вигадав?
І для чиєї вигоди?

[Приспів: Jerry Heil & Monatik]
Я тебе, мила, вимолив
З Божого саду виламав
І небеса відкрили ми
І обгорнули крилами
І не забракне сили нам
Поки шепочуть губи:
Мила, а хто ти, мила?
Любий, а хто ти, любий?

[Постприспів: Monatik & Jerry Heil]
Мила, а хто ти?
Любий, а хто ти?

[Куплет 2: Jerry Heil]
А не було вже виходу
Окрім дурного випадку
Сам ти мене і вихопив
Як випадкову вигадку
Сам же мене і вимислив
Сам же мене і вичислив
І як пречистий вимисел
Поміж рядками вичитав

[Приспів: Jerry Heil & Monatik]
Я тебе, мила, вимолив
З Божого саду виламав
І небеса відкрили ми
І обгорнули крилами
І не забракне сили нам
Поки шепочуть губи:
Мила, а хто ти, мила?
Любий, а хто ти, любий?

[Бридж: Jerry Heil & Monatik]
Я тебе, мила, вимолив
З Божого саду виламав
І небеса відкрили ми
І обгорнули крилами
І не забракне сили нам
Поки шепочуть губи:
Мила, а хто ти, мила?
Любий, а хто ти, любий?

[Приспів: Jerry Heil & Monatik]
Я тебе, мила, вимолив
З Божого саду виламав
І небеса відкрили ми
І обгорнули крилами
І не забракне сили нам
Поки шепочуть губи:
Мила, а хто ти, мила?
Любий, а хто ти, любий?

[Аутро: Jerry Heil & Monatik]
Любий, а хто ти, любий?
Мила, а хто ти?
Хто ти? Е
Любий, а хто ти, любий?
Мила, а хто ти?
Люба, хто ти?
Любий, а хто ти? (Мила, а хто ти?)",0.0,0.0,0.0,1.0
Ruslana,Ukraine,Wild Dances,"[Intro]
Hey! Hey! Hey!
Hey! Hey! Hey!
Hey! Hey! Hey!
Hey! Hey! Hey!
Hey! Hey!
Hey!

[Verse 1]
Just maybe I'm crazy
The world spins round and round and round
Shi-di-ri-di-duy, shi-di-ri-di-da-na
Shi-di-ri-di-duy, shi-di-ri-di-da-na

[Verse 2]
I want you to want me as I dance
Round and round and round
Shi-di-ri-di-duy, shi-di-ri-di-da-na
Shi-di-ri-di-duy, shi-di-ri-di-da-na

[Pre-Chorus]
Forever and ever go, go, go wild dancers!

[Chorus]
Day-na-day-na Wanna be loved
Day-na Gonna take my wild chances
Day-na-day-na Freedom above
Day-na-da-na-da I'm wild 'n' dancing
Hey!

[Verse 3]
Napevno
Daremno
Bula ya nadto chemna
Hey, shi-di-duy, shi-di-ri-di-da-na
Hey, shi-di-duy, shi-di-ri-di-da-na

[Verse 4]
Dlya tebe
Dlya sebe
Zastelyu tsile nebo
Hey, shi-di-duy, shi-di-ri-di-da-na
Hey, shi-di-duy, shi-di-ri-di-da-na

[Pre-Chorus]
Bez zhalyu zapalyu, go, go, go wild dancers!

[Chorus]
Day-na-day-na, wanna be loved
Day-na gonna take my wild chances
Day-na-day-na, freedom above
Day-na-da-na-day, I'm wild dancing
He-e-e-ey!

[Bridge]
Dance forever, come and be mine
Dance together, till the end of time
Dance together, go, go, go wild dancers!

[Chorus]
Day-na-day-na, wanna be loved
Day-na gonna take my wild chances
Day-na-day-na, freedom above
Day-na-da-na-day, I'm wild and dancing
Hey! Hey!

[Outro]
Hey! Hey! Hey!
Hey! Hey! Hey!",0.9835,0.157,0.011,0.832
